0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
0.5,0.5,0.333,0.667,0.5,0.5,0.5,0.5,99,102,0,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.667,0.333,0,0,122,121,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1
0.5,0.5,0.333,0.667,0.667,0.333,0.5,0.5,131,140,116,109,1
0.5,0.5,0.333,0.667,0.5,0.5,0.667,0.333,90,102,117,111,1
0.333,0.667,0.5,0.5,0.333,0.667,0.5,0.5,111,117,100,105,0
0.667,0.333,0.5,0.5,0.5,0.5,0.667,0.333,140,131,124,76,0
0.5,0.5,0.667,0.333,0.667,0.333,0.5,0.5,108,100,102,99,0
0.5,0.5,0.333,0.667,0.667,0.333,0.5,0.5,99,107,106,96,1
0.5,0.5,0.333,0.667,0.333,0.667,0.5,0.5,91,103,121,122,0
0.5,0.5,0.333,0.667,0.333,0.667,0.333,0.667,115,120,99,105,0
0.333,0.667,0.5,0.5,0.333,0.667,0.5,0.5,76,124,92,108,0
0.667,0.333,0.5,0.5,0.667,0.333,0.5,0.5,120,115,102,90,1
0.5,0.5,0.333,0.667,0.667,0.333,0.5,0.5,100,117,107,99,0
0.667,0.333,0.667,0.333,0.667,0.333,0.333,0.667,109,98,118,117,0
0.5,0.5,0.333,0.667,0.333,0.667,0.667,0.333,96,106,96,96,1
0.5,0.5,0.75,0.25,0.25,0.75,0.5,0.5,113,110,99,105,1
0.5,0.5,0.667,0.333,0.25,0.75,0.5,0.5,108,92,103,128,1
0.667,0.333,0.5,0.5,0.333,0.667,0.667,0.333,103,91,124,121,1
0.5,0.5,0.333,0.667,0.5,0.5,0.5,0.5,109,116,118,122,1
0.333,0.667,0.667,0.333,0.5,0.5,0.75,0.25,102,108,119,86,1
0.5,0.5,0.333,0.667,0.667,0.333,0.333,0.667,84,105,106,102,0
0.667,0.333,0.5,0.5,0.333,0.667,0.333,0.667,117,100,103,111,1
0.667,0.333,0.333,0.667,0.667,0.333,0.5,0.5,101,98,105,84,1
0.667,0.333,0.333,0.667,0.5,0.5,0.5,0.5,128,130,104,110,1
0.333,0.667,0.667,0.333,0.333,0.667,0.333,0.667,112,119,105,115,0
0.667,0.333,0.333,0.667,0.667,0.333,0.333,0.667,96,90,99,102,0
0.25,0.75,0.333,0.667,0.333,0.667,0.5,0.5,96,105,116,117,0
0.667,0.333,0.333,0.667,0.75,0.25,0.5,0.5,96,92,117,113,0
0.667,0.333,0.5,0.5,0.333,0.667,0.25,0.75,108,104,100,116,0
0.667,0.333,0.75,0.25,0.75,0.25,0.5,0.5,111,104,107,96,0
0.667,0.333,0.333,0.667,0.5,0.5,0.4,0.6,110,112,104,112,1
0.5,0.5,0.667,0.333,0.667,0.333,0.333,0.667,106,108,99,96,1
0.25,0.75,0.333,0.667,0.333,0.667,0.5,0.5,98,128,90,96,1
0.667,0.333,0.667,0.333,0.75,0.25,0.5,0.5,97,88,122,97,1
0.333,0.667,0.5,0.5,0.333,0.667,0.333,0.667,100,100,95,108,1
0.5,0.5,0.667,0.333,0.333,0.667,0.333,0.667,103,103,88,102,1
0.667,0.333,0.667,0.333,0.75,0.25,0.333,0.667,119,90,99,94,1
0.667,0.333,0.5,0.5,0.5,0.5,0.333,0.667,104,105,114,119,0
0.667,0.333,0.5,0.5,0.75,0.25,0.333,0.667,117,109,124,121,1
0.5,0.5,0.6,0.4,0.333,0.667,0.5,0.5,116,95,110,114,1
0.75,0.25,0.25,0.75,0.6,0.4,0.667,0.333,123,122,107,105,1
0.667,0.333,0.25,0.75,0.5,0.5,0.333,0.667,97,98,98,98,1
0.2,0.8,0.333,0.667,0.75,0.25,0.667,0.333,98,112,104,94,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,102,102,105,111,1
0.333,0.667,0.6,0.4,0.75,0.25,0.333,0.667,120,114,114,98,1
0.25,0.75,0.667,0.333,0.75,0.25,0.667,0.333,112,119,114,110,1
0.75,0.25,0.333,0.667,0.75,0.25,0.667,0.333,108,105,98,91,0
0.5,0.5,0.333,0.667,0.5,0.5,0.5,0.5,101,98,118,116,1
0.333,0.667,0.4,0.6,0.5,0.5,0.75,0.25,99,109,106,102,0
0.4,0.6,0.333,0.667,0.75,0.25,0.25,0.75,102,125,95,96,1
0.333,0.667,0.25,0.75,0.5,0.5,0.333,0.667,96,107,101,110,1
0.75,0.25,0.5,0.5,0.333,0.667,0.333,0.667,101,96,99,108,1
0.6,0.4,0.667,0.333,0.5,0.5,0.5,0.5,105,105,102,97,0
0.667,0.333,0.6,0.4,0.75,0.25,0.667,0.333,112,94,113,88,0
0.333,0.667,0.4,0.6,0.333,0.667,0.4,0.6,96,101,105,111,0
0.5,0.5,0.286,0.714,0.5,0.5,0.25,0.75,98,106,97,101,0
0.75,0.25,0.25,0.75,0.5,0.5,0.8,0.2,100,97,105,102,0
0.5,0.5,0.6,0.4,0.75,0.25,0.5,0.5,120,113,110,108,1
0.4,0.6,0.667,0.333,0.75,0.25,0.25,0.75,109,114,113,103,0
0.5,0.5,0.4,0.6,0.6,0.4,0.333,0.667,104,113,104,97,1
0.333,0.667,0.25,0.75,0.8,0.2,0.25,0.75,93,108,121,119,1
0.75,0.25,0.5,0.5,0.75,0.25,0.75,0.25,119,112,103,93,1
0.5,0.5,0.25,0.75,0.6,0.4,0.25,0.75,95,102,107,102,0
0.333,0.667,0.25,0.75,0.25,0.75,0.4,0.6,97,106,100,108,0
0.75,0.25,0.75,0.25,0.6,0.4,0.5,0.5,111,91,106,102,0
0.8,0.2,0.5,0.5,0.5,0.5,0.833,0.167,100,95,106,101,1
0.6,0.4,0.333,0.667,0.5,0.5,0.6,0.4,106,108,101,96,0
0.333,0.667,0.5,0.5,0.6,0.4,0.5,0.5,107,110,107,106,1
0.5,0.5,0.6,0.4,0.5,0.5,0.333,0.667,110,96,101,117,1
0.75,0.25,0.2,0.8,0.333,0.667,0.667,0.333,94,96,106,111,1
0.333,0.667,0.286,0.714,0.5,0.5,0.667,0.333,98,106,102,103,0
0.8,0.2,0.2,0.8,0.5,0.5,0.4,0.6,115,117,98,100,0
0.6,0.4,0.25,0.75,0.8,0.2,0.5,0.5,99,99,118,107,1
0.6,0.4,0.4,0.6,0.5,0.5,0.25,0.75,106,109,96,103,0
0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,120,114,104,99,0
0.5,0.5,0.4,0.6,0.75,0.25,0.6,0.4,114,115,99,97,1
0.25,0.75,0.4,0.6,0.75,0.25,0.4,0.6,98,104,112,110,0
0.5,0.5,0.667,0.333,0.75,0.25,0.5,0.5,100,95,98,97,1
0.5,0.5,0.714,0.286,0.25,0.75,0.5,0.5,103,101,102,108,0
0.6,0.4,0.75,0.25,0.5,0.5,0.6,0.4,106,92,118,114,0
0.833,0.167,0.5,0.5,0.667,0.333,0.25,0.75,100,94,102,101,0
0.5,0.5,0.333,0.667,0.6,0.4,0.4,0.6,103,106,106,114,0
0.5,0.5,0.5,0.5,0.8,0.2,0.4,0.6,110,108,117,109,0
0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,100,101,103,102,1
0.6,0.4,0.6,0.4,0.75,0.25,0.4,0.6,111,98,111,100,0
0.8,0.2,0.2,0.8,0.286,0.714,0.25,0.75,94,93,99,107,1
0.667,0.333,0.2,0.8,0.5,0.5,0.25,0.75,114,118,102,117,0
0.6,0.4,0.4,0.6,0.2,0.8,0.4,0.6,111,112,96,105,1
0.333,0.667,0.5,0.5,0.6,0.4,0.667,0.333,101,108,106,100,1
0.5,0.5,0.75,0.25,0.6,0.4,0.4,0.6,104,103,106,96,0
0.6,0.4,0.667,0.333,0.2,0.8,0.333,0.667,101,94,94,104,1
0.667,0.333,0.4,0.6,0.429,0.571,0.75,0.25,102,101,102,104,1
0.5,0.5,0.4,0.6,0.667,0.333,0.4,0.6,104,110,109,107,0
0.5,0.5,0.429,0.571,0.75,0.25,0.5,0.5,104,104,109,98,1
0.5,0.5,0.75,0.25,0.286,0.714,0.2,0.8,107,100,98,107,1
0.714,0.286,0.5,0.5,0.8,0.2,0.5,0.5,100,95,116,107,0
0.429,0.571,0.333,0.667,0.4,0.6,0.25,0.75,106,109,89,102,1
0.4,0.6,0.5,0.5,0.6,0.4,0.5,0.5,108,109,109,115,0
0.6,0.4,0.4,0.6,0.4,0.6,0.714,0.286,102,102,104,103,0
0.25,0.75,0.571,0.429,0.25,0.75,0.286,0.714,104,108,99,107,1
0.833,0.167,0.2,0.8,0.5,0.5,0.6,0.4,95,93,107,98,1
0.75,0.25,0.5,0.5,0.5,0.5,0.4,0.6,111,105,105,116,0
0.5,0.5,0.5,0.5,0.429,0.571,0.5,0.5,107,100,103,106,1
0.75,0.25,0.429,0.571,0.5,0.5,0.667,0.333,98,98,121,114,0
0.25,0.75,0.25,0.75,0.4,0.6,0.75,0.25,100,109,105,102,0
0.286,0.714,0.167,0.833,0.333,0.667,0.5,0.5,98,108,107,109,0
0.6,0.4,0.429,0.571,0.5,0.5,0.333,0.667,107,105,104,106,1
0.6,0.4,0.571,0.429,0.429,0.571,0.6,0.4,104,102,104,107,1
0.429,0.571,0.4,0.6,0.571,0.429,0.2,0.8,104,107,114,118,1
0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,102,105,107,116,1
0.6,0.4,0.5,0.5,0.667,0.333,0.667,0.333,106,95,103,93,0
0.8,0.2,0.571,0.429,0.4,0.6,0.2,0.8,114,106,90,101,0
0.4,0.6,0.571,0.429,0.667,0.333,0.5,0.5,106,108,111,107,1
0.6,0.4,0.429,0.571,0.714,0.286,0.4,0.6,97,100,105,103,1
0.857,0.143,0.2,0.8,0.75,0.25,0.429,0.571,97,94,109,102,0
0.6,0.4,0.5,0.5,0.429,0.571,0.4,0.6,112,108,105,111,0
