date,home_team,home_team_id,home_team_score,away_team,away_team_id,away_team_score,home_team_home_wins,home_team_home_loses,home_team_road_wins,home_team_road_loses,away_team_home_wins,away_team_home_loses,away_team_road_wins,away_team_road_loses,home_team_wins,home_team_loses,home_team_points_per_game,home_team_points_against_per_game,away_team_wins,away_team_loses,away_team_points_per_game,away_team_points_against_per_game,is_home_winner
2017-10-21,Cleveland,6,93,Orlando,15,114,1,0,1,0,1,0,0,1,2,0,109,98,1,1,118,117,0
2017-10-21,Denver,19,96,Sacramento,23,79,0,0,0,1,0,1,1,0,0,1,96,106,1,1,96,96,1
2017-10-21,Houston,29,107,Dallas,27,91,0,0,2,0,0,2,0,0,2,0,113,110,0,2,99,105,1
2017-10-21,LA Clippers,22,130,Phoenix,24,88,0,0,1,0,0,2,0,0,1,0,108,92,0,2,103,128,1
2017-10-21,Memphis,28,111,Golden State,21,101,1,0,0,0,0,1,1,0,1,0,103,91,1,1,124,121,1
2017-10-21,Miami,11,112,Indiana,7,108,0,0,0,1,1,1,0,0,0,1,109,116,1,1,118,122,1
2017-10-21,Milwaukee,10,113,Portland,17,110,0,1,1,0,0,0,2,0,1,1,102,108,2,0,119,86,1
2017-10-21,New York,3,107,Detroit,8,111,0,0,0,1,1,0,0,1,0,1,84,105,1,1,106,102,0
2017-10-21,Toronto,1,128,Philadelphia,5,94,1,0,0,0,0,1,0,1,1,0,117,100,0,2,103,111,1
2017-10-21,Utah,18,96,Oklahoma City,16,87,1,0,0,1,1,0,0,0,1,1,101,98,1,0,105,84,1
2017-10-22,Brooklyn,4,116,Atlanta,12,104,1,0,0,1,0,0,1,1,1,1,128,130,1,1,104,110,1
2017-10-22,LA Lakers,25,112,New Orleans,30,119,0,1,1,0,0,1,0,1,1,1,112,119,0,2,105,115,0
2017-10-22,Oklahoma City,16,113,Minnesota,20,115,1,0,0,1,1,0,0,1,1,1,96,90,1,1,99,102,0
2017-10-23,Dallas,27,103,Golden State,21,133,0,2,0,1,0,1,1,1,0,3,96,105,1,2,116,117,0
2017-10-23,Denver,19,104,Washington,14,109,1,0,0,1,2,0,0,0,1,1,96,92,2,0,117,113,0
2017-10-23,Detroit,8,86,Philadelphia,5,97,1,0,1,1,0,1,0,2,2,1,108,104,0,3,100,116,0
2017-10-23,Houston,29,90,Memphis,28,98,1,0,2,0,2,0,0,0,3,0,111,104,2,0,107,96,0
2017-10-23,Miami,11,104,Atlanta,12,93,1,0,0,1,0,0,1,2,1,1,110,112,1,2,104,112,1
2017-10-23,Milwaukee,10,103,Charlotte,13,94,1,1,1,0,1,0,0,1,2,1,106,108,1,1,99,96,1
2017-10-23,Phoenix,24,117,Sacramento,23,115,0,2,0,1,0,1,1,1,0,3,98,128,1,2,90,96,1
2017-10-23,San Antonio,26,101,Toronto,1,97,1,0,1,0,2,0,0,0,2,0,97,88,2,0,122,97,1
2017-10-24,Boston,2,110,New York,3,89,0,1,1,1,0,1,0,1,1,2,100,100,0,2,95,108,1
2017-10-24,Cleveland,6,119,Chicago,9,112,1,1,1,0,0,1,0,1,2,1,103,103,0,2,88,102,1
2017-10-24,LA Clippers,22,102,Utah,18,84,1,0,1,0,2,0,0,1,2,0,119,90,2,1,99,94,1
2017-10-24,Minnesota,20,107,Indiana,7,130,1,0,1,1,1,1,0,1,2,1,104,105,1,2,114,119,0
2017-10-24,Orlando,15,125,Brooklyn,4,121,1,0,1,1,2,0,0,1,2,1,117,109,2,1,124,121,1
2017-10-24,Portland,17,103,New Orleans,30,93,0,0,2,1,0,1,1,1,2,1,116,95,1,2,110,114,1
2017-10-25,Brooklyn,4,112,Cleveland,6,107,2,0,0,2,2,1,1,0,2,2,123,122,3,1,107,105,1
2017-10-25,Charlotte,13,110,Denver,19,93,1,0,0,2,1,1,0,1,1,2,97,98,1,2,98,98,1
2017-10-25,Dallas,27,103,Memphis,28,94,0,3,0,1,2,0,1,0,0,4,98,112,3,0,104,94,1
2017-10-25,Detroit,8,122,Minnesota,20,101,1,1,1,1,1,1,1,1,2,2,102,102,2,2,105,111,1
2017-10-25,Golden State,21,117,Toronto,1,112,0,1,2,1,2,0,0,1,2,2,120,114,2,1,114,98,1
2017-10-25,LA Lakers,25,102,Washington,14,99,0,2,1,0,2,0,1,0,1,2,112,119,3,0,114,110,1
2017-10-25,Miami,11,100,San Antonio,26,117,2,0,0,1,2,0,1,0,2,1,108,105,3,0,98,91,0
2017-10-25,Oklahoma City,16,114,Indiana,7,96,1,1,0,1,1,1,1,1,1,2,101,98,2,2,118,116,1
2017-10-25,Philadelphia,5,104,Houston,29,105,0,1,1,2,1,1,2,0,1,3,99,109,3,1,106,102,0
2017-10-25,Phoenix,24,97,Utah,18,88,1,2,0,1,2,0,0,2,1,3,102,125,2,2,95,96,1
2017-10-26,Chicago,9,91,Atlanta,12,86,0,1,0,2,0,0,1,3,0,3,96,107,1,3,101,110,1
2017-10-26,Memphis,28,96,Dallas,27,91,2,0,1,1,1,3,0,1,3,1,101,96,1,4,99,108,1
2017-10-26,Milwaukee,10,89,Boston,2,96,2,1,1,0,1,1,1,1,3,1,105,105,2,2,102,97,0
2017-10-26,Portland,17,103,LA Clippers,22,104,1,0,2,1,2,0,1,0,3,1,112,94,3,0,113,88,0
2017-10-26,Sacramento,23,106,New Orleans,30,114,0,1,1,2,0,1,1,2,1,3,96,101,1,3,105,111,0
2017-10-27,Atlanta,12,100,Denver,19,105,0,0,1,4,1,1,0,2,1,4,98,106,1,3,97,101,0
2017-10-27,Charlotte,13,93,Houston,29,109,2,0,0,2,1,1,3,0,2,2,100,97,4,1,105,102,0
2017-10-27,Golden State,21,120,Washington,14,117,1,1,2,1,2,0,1,1,3,2,120,113,3,1,110,108,1
2017-10-27,LA Lakers,25,92,Toronto,1,101,1,2,1,0,2,0,0,2,2,2,109,114,2,2,113,103,0
2017-10-27,Minnesota,20,119,Oklahoma City,16,116,1,1,1,2,2,1,0,1,2,3,104,113,2,2,104,97,1
2017-10-27,New York,3,107,Brooklyn,4,86,0,1,0,2,3,0,0,2,0,3,93,108,3,2,121,119,1
2017-10-27,Orlando,15,114,San Antonio,26,87,2,0,1,1,2,0,2,0,3,1,119,112,4,0,103,93,1
2017-10-28,Chicago,9,69,Oklahoma City,16,101,1,1,0,2,2,1,0,2,1,3,95,102,2,3,107,102,0
2017-10-28,Dallas,27,110,Philadelphia,5,112,1,3,0,2,0,2,1,2,1,5,97,106,1,4,100,108,0
2017-10-28,LA Clippers,22,87,Detroit,8,95,2,0,2,0,2,1,1,1,4,0,111,91,3,2,106,102,0
2017-10-28,Memphis,28,103,Houston,29,89,3,0,1,1,1,1,4,0,4,1,100,95,5,1,106,101,1
2017-10-28,Miami,11,90,Boston,2,96,2,1,0,1,1,1,2,1,2,2,106,108,3,2,101,96,0
2017-10-28,New Orleans,30,123,Cleveland,6,101,0,1,2,2,2,1,1,1,2,3,107,110,3,2,107,106,1
2017-10-28,Portland,17,114,Phoenix,24,107,1,1,2,1,2,2,0,1,3,2,110,96,2,3,101,117,1
2017-10-28,Utah,18,96,LA Lakers,25,81,2,0,0,3,1,3,1,0,2,3,94,96,2,3,106,111,1
2017-10-29,Atlanta,12,106,Milwaukee,10,117,0,1,1,4,2,2,1,0,1,5,98,106,3,2,102,103,0
2017-10-29,Brooklyn,4,111,Denver,19,124,3,0,0,3,1,1,1,2,3,3,115,117,2,3,98,100,0
2017-10-29,Charlotte,13,120,Orlando,15,113,2,1,0,2,3,0,1,1,2,3,99,99,4,1,118,107,1
2017-10-29,Cleveland,6,95,New York,3,114,2,1,1,2,1,1,0,2,3,3,106,109,1,3,96,103,0
2017-10-29,Golden State,21,107,Detroit,8,115,2,1,2,1,2,1,2,1,4,2,120,114,4,2,104,99,0
2017-10-29,Indiana,7,97,San Antonio,26,94,1,1,1,2,2,0,2,1,2,3,114,115,4,1,99,97,1
2017-10-29,Sacramento,23,83,Washington,14,110,0,2,1,2,2,0,1,2,1,4,98,104,3,2,112,110,0
2017-10-30,Boston,2,108,San Antonio,26,94,1,1,3,1,2,0,2,2,4,2,100,95,4,2,98,97,1
2017-10-30,Houston,29,107,Philadelphia,5,115,1,1,4,1,0,2,2,2,5,2,103,101,2,4,102,108,0
2017-10-30,LA Clippers,22,113,Golden State,21,141,2,1,2,0,2,2,2,1,4,1,106,92,4,3,118,114,0
2017-10-30,Memphis,28,99,Charlotte,13,104,4,0,1,1,3,1,0,2,5,1,100,94,3,3,102,101,0
2017-10-30,Miami,11,122,Minnesota,20,125,2,2,0,1,2,1,1,2,2,3,103,106,3,3,106,114,0
2017-10-30,New Orleans,30,99,Orlando,15,115,1,1,2,2,3,0,1,2,3,3,110,108,4,2,117,109,0
2017-10-30,New York,3,116,Denver,19,110,1,1,1,2,1,1,2,2,2,3,100,101,3,3,103,102,1
2017-10-30,Portland,17,85,Toronto,1,99,2,1,2,1,2,0,1,2,4,2,111,98,3,2,111,100,0
2017-10-30,Utah,18,104,Dallas,27,89,3,0,0,3,1,4,0,2,3,3,94,93,1,6,99,107,1
2017-10-31,Brooklyn,4,114,Phoenix,24,122,3,1,0,3,2,2,0,2,3,4,114,118,2,4,102,117,0
2017-10-31,Indiana,7,101,Sacramento,23,83,2,1,1,2,0,3,1,2,3,3,111,112,1,5,96,105,1
2017-10-31,LA Lakers,25,113,Detroit,8,93,1,3,1,1,2,1,3,1,2,4,101,108,5,2,106,100,1
2017-10-31,Milwaukee,10,91,Oklahoma City,16,110,2,2,2,0,2,1,1,2,4,2,104,103,3,3,106,96,0
2017-11-01,Boston,2,113,Sacramento,23,86,2,1,3,1,0,3,1,3,5,2,101,94,1,6,94,104,1
2017-11-01,Charlotte,13,126,Milwaukee,10,121,3,1,1,2,2,3,2,0,4,3,102,101,4,3,102,104,1
2017-11-01,Cleveland,6,107,Indiana,7,124,2,2,1,2,3,1,1,2,3,4,104,110,4,3,109,107,0
2017-11-01,Denver,19,129,Toronto,1,111,1,1,2,3,2,0,2,2,3,4,104,104,4,2,109,98,1
2017-11-01,LA Clippers,22,119,Dallas,27,98,2,2,2,0,1,4,0,3,4,2,107,100,1,7,98,107,1
2017-11-01,Memphis,28,99,Orlando,15,101,4,1,1,1,3,0,2,2,5,2,100,95,5,2,116,107,0
2017-11-01,Miami,11,97,Chicago,9,91,2,3,0,1,1,2,0,2,2,4,106,109,1,4,89,102,1
2017-11-01,New Orleans,30,98,Minnesota,20,104,1,2,2,2,2,1,2,2,3,4,108,109,4,3,109,115,0
2017-11-01,New York,3,97,Houston,29,119,2,1,1,2,1,2,4,1,3,3,102,102,5,3,104,103,0
2017-11-01,Philadelphia,5,119,Atlanta,12,109,0,2,3,2,0,2,1,4,3,4,104,108,1,6,99,107,1
2017-11-01,Utah,18,112,Portland,17,103,4,0,0,3,2,2,2,1,4,3,95,93,4,3,107,98,1
2017-11-01,Washington,14,116,Phoenix,24,122,2,0,2,2,2,2,1,2,4,2,111,105,3,4,105,116,0
