HOME_TEAM_HOME_WINS,HOME_TEAM_HOME_LOSES,HOME_TEAM_ROAD_WINS,HOME_TEAM_ROAD_LOSES,AWAY_TEAM_HOME_WINS,AWAY_TEAM_HOME_LOSES,AWAY_TEAM_ROAD_WINS,AWAY_TEAM_ROAD_LOSES,HOME_TEAM_PPG,HOME_TEAM_PAPG,AWAY_TEAM_PPG,AWAY_TEAM_PAPG,HOME_TEAM_WINS
0.75,0.25,0.571,0.429,0.333,0.667,0.6,0.4,99,95,100,100,0
0.5,0.5,0.5,0.5,0.667,0.333,0.4,0.6,102,108,113,107,0
0.571,0.429,0.833,0.167,0.333,0.667,0.2,0.8,104,100,105,113,1
0.5,0.5,0.5,0.5,0.571,0.429,0.4,0.6,102,97,94,95,0
0.5,0.5,0.429,0.571,0.333,0.667,0.667,0.333,102,100,101,101,1
0.4,0.6,0.5,0.5,0.714,0.286,0.5,0.5,99,102,105,101,1
0.4,0.6,0.5,0.5,0.429,0.571,0.6,0.4,98,103,95,100,1
0.5,0.5,0.6,0.4,0.2,0.8,0.167,0.833,102,108,90,102,0
0.5,0.5,0.375,0.625,0.857,0.143,0.8,0.2,91,100,114,97,0
0.4,0.6,0.429,0.571,0.2,0.8,0.333,0.667,101,101,102,109,1
0.167,0.833,0.2,0.8,0.6,0.4,0.571,0.429,91,104,100,97,0
0.5,0.5,0.5,0.5,0.75,0.25,0.571,0.429,103,102,102,91,0
0.25,0.75,0.25,0.75,0.6,0.4,0.667,0.333,102,110,99,96,1
0.714,0.286,0.4,0.6,0.5,0.5,0.571,0.429,97,90,96,89,1
0.2,0.8,0.833,0.167,0.857,0.143,0.833,0.167,100,99,113,95,0
0.5,0.5,0.4,0.6,0.714,0.286,0.4,0.6,102,102,105,103,1
0.429,0.571,0.5,0.5,0.625,0.375,0.833,0.167,101,98,104,100,1
0.667,0.333,0.5,0.5,0.6,0.4,0.429,0.571,101,99,101,99,1
0.5,0.5,0.5,0.5,0.2,0.8,0.286,0.714,102,103,101,108,1
0.5,0.5,0.5,0.5,0.429,0.571,0.6,0.4,99,103,102,108,1
0.571,0.429,0.5,0.5,0.167,0.833,0.833,0.167,95,95,102,103,1
0.4,0.6,0.375,0.625,0.429,0.571,0.5,0.5,90,100,103,103,1
0.333,0.667,0.571,0.429,0.857,0.143,0.6,0.4,100,100,104,95,0
0.667,0.333,0.5,0.5,0.143,0.857,0.2,0.8,114,107,92,106,1
0.5,0.5,0.429,0.571,0.5,0.5,0.5,0.5,101,101,95,90,1
0.333,0.667,0.25,0.75,0.2,0.8,0.286,0.714,102,108,92,102,1
0.6,0.4,0.625,0.375,0.333,0.667,0.167,0.833,102,97,104,112,1
0.857,0.143,0.857,0.143,0.2,0.8,0.25,0.75,114,97,94,103,1
0.429,0.571,0.5,0.5,0.571,0.429,0.5,0.5,101,108,100,101,0
0.714,0.286,0.333,0.667,0.6,0.4,0.571,0.429,105,105,98,96,1
0.429,0.571,0.5,0.5,0.857,0.143,0.667,0.333,96,101,102,94,1
0.571,0.429,0.4,0.6,0.571,0.429,0.5,0.5,104,102,100,102,1
0.75,0.25,0.625,0.375,0.143,0.857,0.167,0.833,103,92,92,106,1
0.4,0.6,0.5,0.5,0.571,0.429,0.429,0.571,102,110,101,100,1
0.625,0.375,0.714,0.286,0.5,0.5,0.444,0.556,103,100,95,91,0
0.6,0.4,0.375,0.625,0.429,0.571,0.429,0.571,100,99,103,103,1
0.2,0.8,0.25,0.75,0.6,0.4,0.5,0.5,99,106,97,97,1
0.167,0.833,0.714,0.286,0.5,0.5,0.375,0.625,102,103,91,100,0
0.286,0.714,0.571,0.429,0.333,0.667,0.143,0.857,98,99,101,111,1
0.714,0.286,0.5,0.5,0.5,0.5,0.5,0.5,113,104,101,97,0
0.4,0.6,0.25,0.75,0.667,0.333,0.625,0.375,103,108,102,96,1
0.714,0.286,0.5,0.5,0.625,0.375,0.5,0.5,101,99,96,96,1
0.375,0.625,0.5,0.5,0.5,0.5,0.6,0.4,101,108,101,96,0
0.5,0.5,0.444,0.556,0.625,0.375,0.5,0.5,93,101,110,104,1
0.143,0.857,0.143,0.857,0.571,0.429,0.571,0.429,91,104,101,100,0
0.625,0.375,0.4,0.6,0.333,0.667,0.25,0.75,104,100,99,104,1
0.8,0.2,0.625,0.375,0.429,0.571,0.375,0.625,102,91,102,103,1
0.2,0.8,0.222,0.778,0.556,0.444,0.714,0.286,94,103,102,100,1
0.6,0.4,0.444,0.556,0.857,0.143,0.571,0.429,96,97,102,95,1
0.875,0.125,0.857,0.143,0.667,0.333,0.556,0.444,114,97,102,97,1
0.75,0.25,0.4,0.6,0.143,0.857,0.714,0.286,96,90,103,104,0
0.333,0.667,0.125,0.875,0.571,0.429,0.429,0.571,100,109,98,103,0
0.375,0.625,0.571,0.429,0.667,0.333,0.375,0.625,98,98,101,99,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,103,109,97,101,1
0.556,0.444,0.625,0.375,0.455,0.545,0.25,0.75,101,99,103,107,1
0.5,0.5,0.667,0.333,0.571,0.429,0.625,0.375,102,95,100,99,0
0.667,0.333,0.333,0.667,0.333,0.667,0.222,0.778,100,99,94,102,1
0.333,0.667,0.5,0.5,0.429,0.571,0.333,0.667,100,108,100,102,1
0.625,0.375,0.429,0.571,0.286,0.714,0.125,0.875,110,105,100,109,1
0.571,0.429,0.375,0.625,0.143,0.857,0.75,0.25,100,101,103,103,1
0.125,0.875,0.143,0.857,0.625,0.375,0.429,0.571,90,103,96,96,0
0.667,0.333,0.4,0.6,0.75,0.25,0.5,0.5,105,100,100,99,0
0.833,0.167,0.625,0.375,0.571,0.429,0.5,0.5,101,90,99,102,1
0.5,0.5,0.5,0.5,0.667,0.333,0.5,0.5,95,91,102,98,1
0.857,0.143,0.5,0.5,0.5,0.5,0.429,0.571,102,96,96,102,1
0.75,0.25,0.333,0.667,0.889,0.111,0.857,0.143,105,104,114,98,0
0.667,0.333,0.4,0.6,0.455,0.545,0.2,0.8,96,91,103,107,1
0.444,0.556,0.667,0.333,0.333,0.667,0.2,0.8,102,96,95,103,1
0.714,0.286,0.333,0.667,0.111,0.889,0.143,0.857,102,100,90,104,1
0.571,0.429,0.667,0.333,0.6,0.4,0.5,0.5,101,99,95,91,1
0.571,0.429,0.444,0.556,0.6,0.4,0.4,0.6,99,103,105,100,0
0.889,0.111,0.875,0.125,0.75,0.25,0.571,0.429,114,100,101,98,1
0.333,0.667,0.222,0.778,0.667,0.333,0.455,0.545,99,105,101,98,0
0.571,0.429,0.444,0.556,0.4,0.6,0.5,0.5,95,102,101,108,1
0.143,0.857,0.667,0.333,0.667,0.333,0.444,0.556,102,103,97,97,0
0.286,0.714,0.111,0.889,0.857,0.143,0.625,0.375,100,109,102,91,1
0.667,0.333,0.429,0.571,0.444,0.556,0.571,0.429,110,105,98,98,0
0.429,0.571,0.3,0.7,0.667,0.333,0.333,0.667,100,103,106,106,1
0.875,0.125,0.5,0.5,0.6,0.4,0.625,0.375,103,96,101,99,1
0.667,0.333,0.5,0.5,0.571,0.429,0.5,0.5,97,96,104,106,0
0.4,0.6,0.429,0.571,0.444,0.556,0.625,0.375,100,107,98,97,0
0.625,0.375,0.5,0.5,0.5,0.5,0.375,0.625,97,95,96,103,1
0.7,0.3,0.4,0.6,0.111,0.889,0.125,0.875,97,93,90,104,1
0.625,0.375,0.375,0.625,0.455,0.545,0.167,0.833,101,101,103,108,0
0.857,0.143,0.556,0.444,0.625,0.375,0.444,0.556,101,92,95,100,1
0.333,0.667,0.182,0.818,0.5,0.5,0.667,0.333,95,104,103,96,1
0.5,0.5,0.444,0.556,0.9,0.1,0.875,0.125,100,103,114,99,0
0.667,0.333,0.286,0.714,0.667,0.333,0.5,0.5,104,105,101,97,0
0.286,0.714,0.222,0.778,0.5,0.5,0.3,0.7,98,105,100,102,0
0.375,0.625,0.111,0.889,0.6,0.4,0.5,0.5,100,108,105,101,1
0.6,0.4,0.429,0.571,0.625,0.375,0.667,0.333,109,104,101,99,1
0.75,0.25,0.333,0.667,0.455,0.545,0.286,0.714,102,99,103,106,1
0.889,0.111,0.5,0.5,0.556,0.444,0.375,0.625,103,96,100,100,1
0.727,0.273,0.4,0.6,0.444,0.556,0.667,0.333,97,92,99,97,1
0.5,0.5,0.333,0.667,0.571,0.429,0.5,0.5,96,105,97,96,1
0.125,0.875,0.667,0.333,0.111,0.889,0.111,0.889,101,102,90,104,1
0.875,0.125,0.556,0.444,0.6,0.4,0.429,0.571,100,91,106,102,1
0.6,0.4,0.455,0.545,0.636,0.364,0.429,0.571,95,92,109,105,0
0.6,0.4,0.556,0.444,0.5,0.5,0.571,0.429,101,100,103,97,1
0.444,0.556,0.444,0.556,0.6,0.4,0.286,0.714,100,104,103,104,0
0.9,0.1,0.889,0.111,0.25,0.75,0.222,0.778,114,100,98,105,1
0.625,0.375,0.4,0.6,0.625,0.375,0.6,0.4,94,100,102,100,1
0.5,0.5,0.364,0.636,0.75,0.25,0.5,0.5,101,101,100,99,0
0.571,0.429,0.571,0.429,0.667,0.333,0.5,0.5,103,105,99,94,0
0.5,0.5,0.5,0.5,0.111,0.889,0.1,0.9,103,99,90,103,1
0.778,0.222,0.333,0.667,0.5,0.5,0.571,0.429,104,101,103,106,1
0.571,0.429,0.455,0.545,0.75,0.25,0.4,0.6,96,97,97,91,1
0.364,0.636,0.429,0.571,0.667,0.333,0.4,0.6,100,107,95,99,0
0.6,0.4,0.375,0.625,0.5,0.5,0.455,0.545,103,103,94,93,0
0.556,0.444,0.333,0.667,0.455,0.545,0.25,0.75,97,103,104,108,0
0.222,0.778,0.667,0.333,0.636,0.364,0.556,0.444,101,102,102,99,1
0.636,0.364,0.5,0.5,0.429,0.571,0.182,0.818,109,104,96,104,1
0.556,0.444,0.333,0.667,0.444,0.556,0.6,0.4,100,102,97,97,1
0.6,0.4,0.375,0.625,0.444,0.556,0.111,0.889,104,102,102,108,0
0.889,0.111,0.556,0.444,0.625,0.375,0.545,0.455,100,91,101,101,1
0.667,0.333,0.538,0.462,0.9,0.1,0.5,0.5,100,96,104,97,1
0.545,0.455,0.5,0.5,0.5,0.5,0.5,0.5,101,98,102,106,1
0.8,0.2,0.333,0.667,0.9,0.1,0.444,0.556,104,100,104,97,0
0.4,0.6,0.444,0.556,0.9,0.1,0.556,0.444,100,105,99,90,0
0.333,0.667,0.429,0.571,0.111,0.889,0.091,0.909,99,106,89,102,1
0.667,0.333,0.556,0.444,0.75,0.25,0.556,0.444,101,95,99,98,1
0.545,0.455,0.375,0.625,0.444,0.556,0.2,0.8,102,103,103,109,1
0.667,0.333,0.455,0.545,0.636,0.364,0.5,0.5,96,99,102,99,0
0.444,0.556,0.545,0.455,0.75,0.25,0.333,0.667,97,97,96,92,0
0.667,0.333,0.5,0.5,0.625,0.375,0.455,0.545,109,103,96,96,1
0.6,0.4,0.333,0.667,0.5,0.5,0.333,0.667,100,101,98,105,1
0.545,0.455,0.375,0.625,0.909,0.091,0.889,0.111,105,103,114,98,0
0.455,0.545,0.333,0.667,0.3,0.7,0.667,0.333,106,108,101,101,0
0.9,0.1,0.5,0.5,0.429,0.571,0.167,0.833,103,97,96,104,1
0.625,0.375,0.5,0.5,0.364,0.636,0.444,0.556,100,100,98,104,1
0.909,0.091,0.9,0.1,0.417,0.583,0.333,0.667,115,99,105,108,1
0.444,0.556,0.364,0.636,0.25,0.75,0.2,0.8,100,101,96,105,1
0.9,0.1,0.6,0.4,0.636,0.364,0.545,0.455,98,89,102,99,1
0.5,0.5,0.5,0.5,0.444,0.556,0.182,0.818,95,93,102,109,1
0.5,0.5,0.444,0.556,0.714,0.286,0.538,0.462,100,106,101,96,0
0.429,0.571,0.154,0.846,0.625,0.375,0.417,0.583,96,103,96,96,1
0.727,0.273,0.333,0.667,0.5,0.5,0.3,0.7,103,99,97,106,1
0.583,0.417,0.375,0.625,0.3,0.7,0.7,0.3,103,102,101,101,1
0.25,0.75,0.182,0.818,0.7,0.3,0.556,0.444,96,105,101,95,0
0.6,0.4,0.455,0.545,0.111,0.889,0.083,0.917,96,100,91,103,1
0.4,0.6,0.545,0.455,0.385,0.615,0.429,0.571,96,97,100,107,0
0.636,0.364,0.333,0.667,0.583,0.417,0.5,0.5,101,100,102,96,1
0.714,0.286,0.571,0.429,0.5,0.5,0.375,0.625,100,95,106,105,0
0.636,0.364,0.5,0.5,0.692,0.308,0.5,0.5,102,100,109,102,1
0.75,0.25,0.5,0.5,0.909,0.091,0.6,0.4,99,98,99,89,1
0.625,0.375,0.385,0.615,0.385,0.615,0.5,0.5,95,96,101,107,1
0.615,0.385,0.375,0.625,0.5,0.5,0.364,0.636,103,102,100,100,1
0.75,0.25,0.429,0.571,0.583,0.417,0.444,0.556,96,91,101,97,0
0.5,0.5,0.273,0.727,0.364,0.636,0.4,0.6,96,105,97,103,1
0.417,0.583,0.3,0.7,0.667,0.333,0.5,0.5,104,109,100,99,1
0.571,0.429,0.5,0.5,0.917,0.083,0.9,0.1,95,93,115,99,0
0.5,0.5,0.154,0.846,0.5,0.5,0.444,0.556,95,102,106,105,1
0.909,0.091,0.5,0.5,0.444,0.556,0.444,0.556,103,96,99,105,0
0.3,0.7,0.636,0.364,0.667,0.333,0.333,0.667,101,101,101,100,0
0.444,0.556,0.167,0.833,0.636,0.364,0.455,0.545,101,108,96,99,0
0.111,0.889,0.077,0.923,0.222,0.778,0.182,0.818,90,102,97,106,1
0.5,0.5,0.333,0.667,0.667,0.333,0.462,0.538,100,101,100,99,0
0.667,0.333,0.5,0.5,0.625,0.375,0.571,0.429,102,100,100,96,0
0.778,0.222,0.5,0.5,0.364,0.636,0.364,0.636,98,98,96,103,1
0.75,0.25,0.333,0.667,0.917,0.083,0.909,0.091,102,98,115,99,0
0.667,0.333,0.385,0.615,0.5,0.5,0.4,0.6,96,96,105,104,1
0.385,0.615,0.444,0.556,0.4,0.6,0.167,0.833,101,107,101,109,1
0.643,0.357,0.375,0.625,0.7,0.3,0.6,0.4,103,101,101,95,0
0.364,0.636,0.545,0.455,0.2,0.8,0.077,0.923,96,98,91,102,1
0.909,0.091,0.545,0.455,0.545,0.455,0.273,0.727,98,89,96,103,1
0.444,0.556,0.5,0.5,0.222,0.778,0.167,0.833,99,103,96,105,0
0.636,0.364,0.5,0.5,0.917,0.083,0.545,0.455,97,99,98,88,0
0.692,0.308,0.429,0.571,0.692,0.308,0.444,0.556,96,92,108,103,1
0.455,0.545,0.333,0.667,0.7,0.3,0.636,0.364,100,101,101,95,1
0.462,0.538,0.3,0.7,0.583,0.417,0.5,0.5,105,108,102,97,0
0.625,0.375,0.6,0.4,0.364,0.636,0.333,0.667,99,95,96,102,0
0.5,0.5,0.5,0.5,0.667,0.333,0.4,0.6,96,94,101,99,0
0.615,0.385,0.5,0.5,0.222,0.778,0.231,0.769,101,100,97,105,1
0.667,0.333,0.5,0.5,0.429,0.571,0.444,0.556,100,100,102,107,0
0.7,0.3,0.385,0.615,0.545,0.455,0.25,0.75,98,97,95,102,1
0.4,0.6,0.154,0.846,0.833,0.167,0.5,0.5,101,109,102,96,1
0.417,0.583,0.545,0.455,0.556,0.444,0.154,0.846,97,98,95,101,1
0.4,0.6,0.5,0.5,0.5,0.5,0.364,0.636,99,104,106,105,1
0.8,0.2,0.5,0.5,0.692,0.308,0.333,0.667,98,97,102,99,0
0.429,0.571,0.5,0.5,0.429,0.571,0.3,0.7,102,107,104,108,1
0.6,0.4,0.375,0.625,0.667,0.333,0.455,0.545,102,101,101,99,1
0.714,0.286,0.429,0.571,0.833,0.167,0.455,0.545,96,92,102,97,1
0.545,0.455,0.231,0.769,0.462,0.538,0.545,0.455,95,102,97,97,1
0.273,0.727,0.636,0.364,0.5,0.5,0.333,0.667,100,101,101,102,0
0.2,0.8,0.071,0.929,0.364,0.636,0.385,0.615,91,102,96,102,0
0.917,0.083,0.583,0.417,0.583,0.417,0.545,0.455,98,88,102,97,1
0.556,0.444,0.6,0.4,0.917,0.083,0.917,0.083,100,96,115,99,0
0.444,0.556,0.5,0.5,0.7,0.3,0.583,0.417,95,94,102,96,1
0.556,0.444,0.143,0.857,0.917,0.083,0.923,0.077,95,102,115,100,0
0.727,0.273,0.385,0.615,0.222,0.778,0.214,0.786,98,97,96,105,1
0.583,0.417,0.5,0.5,0.5,0.5,0.333,0.667,96,99,106,105,1
0.692,0.308,0.4,0.6,0.429,0.571,0.273,0.727,108,102,105,109,1
0.455,0.545,0.5,0.5,0.6,0.4,0.5,0.5,99,104,100,100,0
0.727,0.273,0.5,0.5,0.5,0.5,0.308,0.692,98,98,105,105,0
0.692,0.308,0.4,0.6,0.75,0.25,0.385,0.615,102,99,99,97,1
0.733,0.267,0.429,0.571,0.417,0.583,0.5,0.5,96,92,100,104,0
0.583,0.417,0.231,0.769,0.5,0.5,0.385,0.615,95,102,102,102,1
0.25,0.75,0.636,0.364,0.625,0.375,0.375,0.625,100,101,102,101,0
0.455,0.545,0.154,0.846,0.583,0.417,0.5,0.5,102,109,102,98,0
0.462,0.538,0.5,0.5,0.6,0.4,0.533,0.467,97,98,101,100,0
0.182,0.818,0.071,0.929,0.923,0.077,0.583,0.417,91,102,99,89,0
0.5,0.5,0.6,0.4,0.222,0.778,0.2,0.8,100,97,96,105,1
0.5,0.5,0.143,0.857,0.467,0.533,0.5,0.5,95,102,102,107,1
0.833,0.167,0.417,0.583,0.5,0.5,0.357,0.643,101,97,101,101,1
0.364,0.636,0.429,0.571,0.667,0.333,0.417,0.583,97,103,101,99,0
0.7,0.3,0.538,0.462,0.917,0.083,0.929,0.071,103,98,115,100,0
0.615,0.385,0.5,0.5,0.714,0.286,0.4,0.6,96,99,107,102,0
0.429,0.571,0.25,0.75,0.5,0.5,0.5,0.5,104,108,97,95,1
0.583,0.417,0.538,0.462,0.667,0.333,0.5,0.5,103,97,98,98,1
0.714,0.286,0.4,0.6,0.688,0.312,0.429,0.571,102,98,96,93,1
0.6,0.4,0.562,0.438,0.643,0.357,0.5,0.5,101,100,101,99,0
0.75,0.25,0.357,0.643,0.571,0.429,0.5,0.5,98,97,95,100,0
0.615,0.385,0.231,0.769,0.625,0.375,0.444,0.556,95,101,103,101,0
