HOME_TEAM_HOME_WINS,HOME_TEAM_ROAD_WINS,AWAY_TEAM_HOME_WINS,AWAY_TEAM_ROAD_WINS,HOME_TEAM_RATING,AWAY_TEAM_RATING,HOME_TEAM_PPG,HOME_TEAM_PAPG,AWAY_TEAM_PPG,AWAY_TEAM_PAPG,HOME_TEAM_WINS
0.962,0.652,0.571,0.478,1.0,0.8666666666666667,103,90,104,105,1
0.542,0.333,0.654,0.304,0.1333333333333333,0.5,97,97,102,101,1
0.636,0.407,0.64,0.5,0.9,0.43333333333333335,102,99,102,99,1
0.261,0.179,0.63,0.476,0.19999999999999996,0.6666666666666667,96,106,101,100,0
0.692,0.417,0.636,0.276,0.7333333333333334,0.033333333333333326,96,99,98,102,1
0.522,0.24,0.5,0.391,0.33333333333333337,0.23333333333333328,102,105,106,107,1
0.708,0.6,0.56,0.385,0.6333333333333333,0.4,101,96,99,101,1
0.423,0.524,0.385,0.375,0.5333333333333333,0.3666666666666667,101,104,99,103,0
0.56,0.538,0.52,0.391,0.16666666666666663,0.09999999999999998,104,100,98,99,1
0.609,0.483,0.321,0.227,0.7,0.5666666666666667,101,101,95,103,1
0.667,0.423,0.826,0.6,0.2666666666666667,0.30000000000000004,101,100,101,95,0
0.667,0.615,0.25,0.179,0.9333333333333333,0.19999999999999996,103,100,96,106,1
0.636,0.267,0.615,0.458,0.033333333333333326,0.8333333333333334,98,102,95,95,0
0.56,0.37,0.44,0.192,0.4,0.6,99,101,101,106,1
0.786,0.625,0.571,0.458,0.9666666666666667,0.8666666666666667,109,101,104,106,1
0.542,0.37,0.654,0.292,0.8,0.5,102,102,101,101,1
0.56,0.333,0.296,0.333,0.1333333333333333,0.4666666666666667,97,96,99,103,1
0.826,0.615,0.963,0.652,0.30000000000000004,1.0,101,96,104,90,1
0.571,0.44,0.407,0.524,0.8666666666666667,0.5333333333333333,104,106,101,104,0
0.652,0.407,0.385,0.4,0.9,0.3666666666666667,102,99,100,104,1
0.704,0.417,0.5,0.375,0.7333333333333334,0.23333333333333328,96,98,106,107,1
0.542,0.24,0.321,0.217,0.33333333333333337,0.5666666666666667,102,105,95,102,1
0.217,0.143,0.958,0.808,0.06666666666666665,0.7666666666666666,94,105,115,102,0
0.72,0.6,0.64,0.423,0.6333333333333333,0.2666666666666667,101,96,101,100,1
0.625,0.483,0.44,0.185,0.7,0.6,100,101,101,106,1
0.68,0.615,0.63,0.5,0.9333333333333333,0.6666666666666667,104,100,101,100,1
0.25,0.172,0.654,0.28,0.19999999999999996,0.5,96,106,101,101,0
0.615,0.48,0.64,0.481,0.8333333333333334,0.43333333333333335,95,95,101,99,1
0.577,0.37,0.958,0.815,0.4,0.7666666666666666,99,100,114,102,0
0.52,0.375,0.577,0.538,0.09999999999999998,0.16666666666666663,98,99,104,100,1
0.56,0.37,0.296,0.32,0.8,0.4666666666666667,102,102,99,103,1
0.64,0.464,0.64,0.483,0.43333333333333335,0.7,101,99,100,100,1
0.321,0.208,0.64,0.407,0.5666666666666667,0.2666666666666667,95,102,102,100,0
0.385,0.385,0.731,0.6,0.3666666666666667,0.6333333333333333,100,104,101,96,1
0.667,0.407,0.833,0.615,0.9,0.30000000000000004,102,99,102,96,0
0.56,0.24,0.714,0.417,0.33333333333333337,0.7333333333333334,102,105,97,99,0
0.793,0.625,0.407,0.545,0.9666666666666667,0.5333333333333333,109,101,102,104,1
0.5,0.36,0.609,0.267,0.23333333333333328,0.033333333333333326,106,108,98,103,1
0.963,0.625,0.538,0.375,1.0,0.09999999999999998,104,91,99,100,1
0.577,0.333,0.63,0.478,0.1333333333333333,0.6666666666666667,97,96,101,100,1
0.552,0.44,0.63,0.48,0.8666666666666667,0.8333333333333334,105,106,95,95,1
0.24,0.172,0.296,0.308,0.19999999999999996,0.4666666666666667,95,106,99,103,1
0.556,0.37,0.577,0.519,0.4,0.16666666666666663,99,101,104,100,0
0.44,0.179,0.731,0.577,0.6,0.6333333333333333,100,106,101,97,0
0.577,0.37,0.609,0.258,0.8,0.033333333333333326,102,102,98,103,1
0.577,0.536,0.64,0.429,0.16666666666666663,0.2666666666666667,104,100,102,100,1
0.31,0.208,0.64,0.407,0.5666666666666667,0.9,95,102,102,100,0
0.654,0.308,0.833,0.63,0.5,0.30000000000000004,101,101,102,96,1
0.64,0.467,0.63,0.462,0.7,0.8333333333333334,100,101,96,95,0
0.692,0.615,0.296,0.296,0.9333333333333333,0.4666666666666667,104,100,99,103,0
0.8,0.625,0.538,0.36,0.9666666666666667,0.09999999999999998,109,101,99,100,1
0.208,0.143,0.654,0.464,0.06666666666666665,0.43333333333333335,94,105,101,99,0
0.519,0.36,0.63,0.458,0.23333333333333328,0.6666666666666667,106,108,101,101,0
0.964,0.625,0.538,0.24,1.0,0.33333333333333337,104,91,102,105,1
0.593,0.333,0.407,0.385,0.1333333333333333,0.3666666666666667,97,96,100,104,1
0.407,0.522,0.958,0.821,0.5333333333333333,0.7666666666666666,102,105,114,102,0
0.64,0.414,0.536,0.37,0.2666666666666667,0.4,102,100,99,101,1
0.538,0.231,0.269,0.172,0.33333333333333337,0.19999999999999996,102,105,96,106,0
0.423,0.179,0.567,0.44,0.6,0.8666666666666667,100,106,105,106,0
0.593,0.37,0.731,0.593,0.8,0.6333333333333333,102,102,101,97,0
0.654,0.483,0.64,0.429,0.43333333333333335,0.9,102,99,102,100,1
0.3,0.208,0.5,0.36,0.5666666666666667,0.23333333333333328,95,103,106,108,1
0.667,0.308,0.63,0.481,0.5,0.8333333333333334,101,101,95,95,0
0.833,0.607,0.593,0.536,0.30000000000000004,0.16666666666666663,102,96,104,100,0
0.615,0.467,0.966,0.625,0.7,1.0,100,100,104,91,0
0.407,0.37,0.63,0.48,0.3666666666666667,0.6666666666666667,100,103,101,101,1
0.536,0.357,0.714,0.44,0.4,0.7333333333333334,99,101,97,98,0
0.538,0.346,0.667,0.615,0.09999999999999998,0.9333333333333333,99,100,104,100,0
0.607,0.333,0.609,0.25,0.1333333333333333,0.033333333333333326,97,96,98,103,1
0.393,0.522,0.2,0.143,0.5333333333333333,0.06666666666666665,102,105,94,105,1
0.643,0.308,0.414,0.522,0.5,0.5333333333333333,101,101,102,105,1
0.8,0.607,0.519,0.231,0.30000000000000004,0.33333333333333337,102,96,102,105,1
0.958,0.828,0.806,0.625,0.7666666666666666,0.9666666666666667,115,102,109,101,1
0.567,0.462,0.571,0.37,0.8666666666666667,0.8,105,106,102,102,0
0.64,0.414,0.654,0.414,0.9,0.2666666666666667,102,100,102,100,1
0.714,0.462,0.593,0.467,0.7333333333333334,0.7,97,98,100,101,0
0.296,0.321,0.63,0.462,0.4666666666666667,0.6666666666666667,99,103,101,101,1
0.2,0.138,0.323,0.208,0.06666666666666665,0.5666666666666667,94,105,96,103,1
0.407,0.179,0.621,0.333,0.6,0.1333333333333333,100,106,97,96,0
0.966,0.64,0.269,0.2,1.0,0.19999999999999996,104,91,96,106,1
0.593,0.552,0.5,0.346,0.16666666666666663,0.23333333333333328,104,100,106,108,1
0.63,0.5,0.667,0.63,0.8333333333333334,0.9333333333333333,96,95,104,100,0
0.517,0.357,0.429,0.37,0.4,0.3666666666666667,99,101,100,103,0
0.519,0.346,0.667,0.483,0.09999999999999998,0.43333333333333335,99,100,102,99,1
0.667,0.467,0.536,0.346,0.43333333333333335,0.09999999999999998,102,99,99,100,0
0.323,0.2,0.429,0.393,0.5666666666666667,0.3666666666666667,96,103,100,103,1
0.655,0.308,0.63,0.444,0.5,0.6666666666666667,101,101,101,101,1
0.808,0.607,0.5,0.333,0.30000000000000004,0.23333333333333328,102,96,107,108,1
0.654,0.4,0.731,0.607,0.2666666666666667,0.6333333333333333,102,100,101,97,0
0.654,0.414,0.269,0.194,0.9,0.19999999999999996,102,100,96,106,1
0.69,0.462,0.571,0.393,0.7333333333333334,0.8,97,98,102,101,0
0.321,0.321,0.519,0.222,0.4666666666666667,0.33333333333333337,100,103,102,105,0
0.231,0.138,0.667,0.643,0.06666666666666665,0.9333333333333333,94,105,104,100,0
0.393,0.179,0.806,0.6,0.6,0.9666666666666667,100,106,109,101,0
0.593,0.484,0.621,0.36,0.7,0.1333333333333333,100,101,97,95,0
0.96,0.828,0.548,0.462,0.7666666666666666,0.8666666666666667,115,102,104,106,1
0.607,0.5,0.967,0.64,0.8333333333333334,1.0,95,95,104,91,0
0.609,0.242,0.607,0.552,0.033333333333333326,0.16666666666666663,97,102,105,100,1
0.5,0.357,0.414,0.5,0.4,0.5333333333333333,98,101,102,105,0
0.607,0.533,0.667,0.655,0.16666666666666663,0.9333333333333333,105,100,104,100,1
0.344,0.2,0.667,0.462,0.5666666666666667,0.7333333333333334,96,103,97,99,0
0.63,0.429,0.643,0.467,0.6666666666666667,0.43333333333333335,101,101,102,99,0
0.815,0.607,0.269,0.188,0.30000000000000004,0.19999999999999996,102,96,96,105,1
0.63,0.4,0.429,0.379,0.2666666666666667,0.3666666666666667,101,100,100,103,0
0.667,0.414,0.667,0.308,0.9,0.5,102,99,101,101,0
0.31,0.321,0.731,0.621,0.4666666666666667,0.6333333333333333,100,103,101,97,1
0.519,0.25,0.621,0.385,0.33333333333333337,0.1333333333333333,102,104,97,96,1
0.536,0.37,0.967,0.654,0.09999999999999998,1.0,99,100,105,91,0
0.222,0.138,0.5,0.321,0.06666666666666665,0.23333333333333328,94,105,106,109,0
0.379,0.179,0.962,0.828,0.6,0.7666666666666666,100,106,115,102,0
0.571,0.414,0.548,0.444,0.8,0.8666666666666667,102,101,105,106,1
0.625,0.242,0.414,0.52,0.033333333333333326,0.5333333333333333,98,103,102,105,1
0.806,0.615,0.536,0.25,0.9666666666666667,0.33333333333333337,109,102,102,104,1
0.821,0.607,0.607,0.429,0.30000000000000004,0.6666666666666667,102,96,101,101,1
0.667,0.633,0.967,0.667,0.9333333333333333,1.0,104,100,105,91,1
0.414,0.5,0.621,0.37,0.5333333333333333,0.1333333333333333,102,105,97,96,1
0.643,0.484,0.586,0.5,0.43333333333333335,0.8333333333333334,102,99,96,96,0
0.333,0.2,0.484,0.357,0.5666666666666667,0.4,96,103,99,101,1
0.607,0.414,0.731,0.6,0.6666666666666667,0.6333333333333333,101,101,101,97,1
0.269,0.182,0.967,0.643,0.19999999999999996,1.0,96,106,104,92,0
0.667,0.481,0.333,0.321,0.7333333333333334,0.4666666666666667,98,99,100,104,1
0.64,0.242,0.667,0.333,0.033333333333333326,0.5,98,102,102,100,0
0.536,0.241,0.214,0.138,0.33333333333333337,0.06666666666666665,102,105,95,105,1
0.812,0.615,0.643,0.414,0.9666666666666667,0.9,110,101,102,100,0
0.517,0.37,0.571,0.484,0.09999999999999998,0.7,99,100,100,101,1
0.367,0.179,0.548,0.429,0.6,0.8666666666666667,100,106,105,106,0
0.586,0.414,0.962,0.833,0.8,0.7666666666666666,102,101,115,102,1
0.5,0.345,0.429,0.4,0.23333333333333328,0.3666666666666667,107,109,100,103,1
0.621,0.357,0.621,0.533,0.1333333333333333,0.16666666666666663,97,96,105,101,1
0.433,0.5,0.607,0.4,0.5333333333333333,0.2666666666666667,102,105,101,100,1
0.621,0.484,0.615,0.242,0.43333333333333335,0.033333333333333326,102,99,98,102,0
0.679,0.633,0.962,0.806,0.9333333333333333,0.7666666666666666,104,100,115,103,0
0.586,0.517,0.452,0.5,0.8333333333333334,0.5333333333333333,96,96,102,104,1
0.333,0.31,0.484,0.345,0.4666666666666667,0.4,100,104,99,101,0
0.353,0.2,0.667,0.357,0.5666666666666667,0.5,96,103,101,100,0
0.621,0.414,0.259,0.182,0.6666666666666667,0.19999999999999996,101,102,96,106,1
0.571,0.469,0.214,0.133,0.7,0.06666666666666665,100,101,95,105,1
0.429,0.387,0.621,0.516,0.3666666666666667,0.16666666666666663,100,103,105,101,0
0.607,0.387,0.552,0.241,0.2666666666666667,0.33333333333333337,101,100,102,105,0
0.788,0.615,0.828,0.607,0.9666666666666667,0.30000000000000004,109,101,102,96,0
0.533,0.37,0.643,0.433,0.09999999999999998,0.9,99,100,102,100,0
0.355,0.179,0.967,0.655,0.6,1.0,100,106,104,92,0
0.6,0.414,0.633,0.357,0.8,0.1333333333333333,103,101,97,96,1
0.731,0.581,0.677,0.481,0.6333333333333333,0.7333333333333334,101,97,98,99,1
0.6,0.484,0.962,0.812,0.43333333333333335,0.7666666666666666,102,100,115,103,0
0.828,0.621,0.586,0.387,0.30000000000000004,0.2666666666666667,103,96,101,101,0
0.655,0.633,0.344,0.179,0.9333333333333333,0.6,104,100,100,107,1
0.6,0.517,0.643,0.452,0.8333333333333334,0.9,96,96,102,100,1
0.615,0.265,0.259,0.176,0.033333333333333326,0.19999999999999996,98,102,97,106,1
0.323,0.31,0.621,0.531,0.4666666666666667,0.16666666666666663,100,104,105,101,1
0.484,0.367,0.741,0.581,0.4,0.6333333333333333,99,101,101,97,0
0.414,0.387,0.517,0.345,0.3666666666666667,0.23333333333333328,100,103,107,109,0
0.214,0.129,0.516,0.37,0.06666666666666665,0.09999999999999998,95,106,99,100,0
0.613,0.414,0.343,0.2,0.8,0.5666666666666667,103,102,96,103,1
0.633,0.345,0.548,0.448,0.1333333333333333,0.8666666666666667,98,96,105,106,1
0.452,0.481,0.552,0.267,0.5333333333333333,0.33333333333333337,102,104,102,105,1
0.633,0.414,0.469,0.481,0.6666666666666667,0.5333333333333333,101,102,102,104,1
0.8,0.621,0.667,0.379,0.30000000000000004,0.5,102,96,102,100,1
0.586,0.469,0.765,0.615,0.7,0.9666666666666667,101,101,109,102,0
0.586,0.406,0.207,0.129,0.2666666666666667,0.06666666666666665,101,100,95,106,1
0.643,0.438,0.469,0.367,0.9,0.4,102,100,99,101,1
0.667,0.633,0.4,0.387,0.9333333333333333,0.3666666666666667,105,100,100,104,0
0.677,0.464,0.259,0.171,0.7333333333333334,0.19999999999999996,98,99,97,106,1
0.613,0.517,0.962,0.818,0.8333333333333334,0.7666666666666666,96,96,115,103,0
0.517,0.367,0.967,0.667,0.23333333333333328,1.0,107,109,105,92,0
0.741,0.594,0.344,0.31,0.6333333333333333,0.4666666666666667,102,97,100,104,1
0.621,0.515,0.63,0.265,0.16666666666666663,0.033333333333333326,106,102,98,102,1
0.552,0.258,0.765,0.63,0.33333333333333337,0.9666666666666667,102,105,109,102,1
0.516,0.393,0.962,0.824,0.09999999999999998,0.7666666666666666,100,101,115,103,0
0.344,0.172,0.343,0.192,0.6,0.5666666666666667,100,107,96,103,0
0.625,0.414,0.548,0.433,0.8,0.8666666666666667,103,102,105,106,0
0.645,0.345,0.967,0.677,0.1333333333333333,1.0,98,97,105,92,0
0.581,0.484,0.645,0.414,0.43333333333333335,0.6666666666666667,102,100,101,102,1
0.567,0.469,0.4,0.406,0.7,0.3666666666666667,101,102,100,103,1
0.655,0.438,0.667,0.367,0.9,0.5,102,100,102,100,0
0.259,0.167,0.688,0.464,0.19999999999999996,0.7333333333333334,97,107,98,99,0
0.469,0.355,0.5,0.393,0.4,0.09999999999999998,99,101,100,101,1
0.207,0.125,0.469,0.464,0.06666666666666665,0.5333333333333333,95,106,102,104,0
0.5,0.367,0.645,0.633,0.23333333333333328,0.9333333333333333,107,109,104,100,0
0.75,0.594,0.806,0.621,0.6333333333333333,0.30000000000000004,102,97,103,96,1
0.633,0.515,0.594,0.517,0.16666666666666663,0.8333333333333334,106,102,97,96,1
0.645,0.4,0.606,0.414,0.6666666666666667,0.8,101,102,103,102,0
0.548,0.452,0.967,0.688,0.8666666666666667,1.0,105,106,105,92,0
0.63,0.257,0.6,0.406,0.033333333333333326,0.2666666666666667,98,103,101,100,0
0.567,0.258,0.344,0.3,0.33333333333333337,0.4666666666666667,102,105,100,104,0
0.765,0.607,0.962,0.829,0.9666666666666667,0.7666666666666666,109,102,115,103,0
0.333,0.172,0.688,0.483,0.6,0.7333333333333334,100,107,98,99,1
0.625,0.345,0.343,0.222,0.1333333333333333,0.5666666666666667,98,97,96,103,0
0.594,0.484,0.667,0.387,0.43333333333333335,0.5,102,100,101,100,1
0.581,0.469,0.344,0.323,0.7,0.4666666666666667,101,102,101,104,1
0.6,0.424,0.759,0.594,0.2666666666666667,0.6333333333333333,101,100,102,97,1
0.633,0.438,0.606,0.433,0.9,0.8,102,100,103,102,0
0.485,0.355,0.594,0.5,0.4,0.8333333333333334,99,101,96,96,0
0.5,0.379,0.2,0.125,0.09999999999999998,0.06666666666666665,100,101,95,106,1
0.469,0.483,0.806,0.6,0.5333333333333333,0.30000000000000004,102,104,102,96,1
0.645,0.515,0.606,0.345,0.16666666666666663,0.1333333333333333,106,101,98,97,1
0.806,0.581,0.613,0.438,0.30000000000000004,0.9,102,97,102,100,1
0.4,0.394,0.688,0.467,0.3666666666666667,0.7333333333333334,100,104,99,99,0
0.645,0.645,0.343,0.25,0.9333333333333333,0.5666666666666667,104,100,97,103,1
0.607,0.257,0.531,0.452,0.033333333333333326,0.8666666666666667,98,102,105,106,1
0.484,0.367,0.743,0.607,0.23333333333333328,0.9666666666666667,107,109,109,102,0
0.485,0.483,0.2,0.121,0.5333333333333333,0.06666666666666665,102,104,96,106,1
0.667,0.375,0.353,0.172,0.5,0.6,101,100,100,107,1
0.594,0.469,0.515,0.379,0.7,0.09999999999999998,102,102,100,102,1
0.962,0.833,0.606,0.484,0.7666666666666666,0.43333333333333335,115,104,102,99,1
0.25,0.167,0.343,0.241,0.19999999999999996,0.5666666666666667,97,107,96,103,1
0.594,0.516,0.625,0.4,0.8333333333333334,0.6666666666666667,96,96,101,102,1
0.471,0.355,0.606,0.452,0.4,0.8,99,101,103,102,0
0.656,0.515,0.606,0.469,0.16666666666666663,0.8,105,101,103,102,1
0.387,0.394,0.276,0.167,0.3666666666666667,0.19999999999999996,100,104,97,107,1
0.531,0.438,0.548,0.258,0.8666666666666667,0.33333333333333337,105,107,102,105,1
0.656,0.645,0.743,0.621,0.9333333333333333,0.9666666666666667,104,100,110,103,1
0.688,0.484,0.469,0.367,0.7333333333333334,0.23333333333333328,99,99,107,109,1
0.621,0.257,0.613,0.424,0.033333333333333326,0.9,99,103,102,100,0
0.344,0.312,0.5,0.483,0.4666666666666667,0.5333333333333333,101,105,103,104,0
0.515,0.367,0.625,0.387,0.09999999999999998,0.6666666666666667,100,102,101,102,1
0.2,0.118,0.677,0.375,0.06666666666666665,0.5,96,106,101,100,0
0.967,0.697,0.613,0.424,1.0,0.2666666666666667,105,92,101,100,1
0.759,0.576,0.606,0.333,0.6333333333333333,0.1333333333333333,102,97,98,97,1
0.606,0.469,0.469,0.355,0.7,0.23333333333333328,102,102,107,109,0
0.963,0.833,0.743,0.6,0.7666666666666666,0.9666666666666667,115,104,110,103,1
0.606,0.516,0.353,0.167,0.8333333333333334,0.6,97,96,100,107,1
0.548,0.25,0.968,0.697,0.33333333333333337,1.0,102,105,104,92,0
0.667,0.515,0.457,0.355,0.16666666666666663,0.4,106,101,98,101,1
0.677,0.394,0.613,0.441,0.5,0.9,102,100,102,100,1
0.812,0.581,0.5,0.5,0.30000000000000004,0.5333333333333333,102,97,103,104,1
0.406,0.394,0.343,0.233,0.3666666666666667,0.5666666666666667,101,104,97,103,0
0.276,0.162,0.606,0.469,0.19999999999999996,0.43333333333333335,97,107,102,99,0
0.697,0.484,0.606,0.323,0.7333333333333334,0.1333333333333333,99,99,97,97,1
0.6,0.257,0.333,0.312,0.033333333333333326,0.4666666666666667,99,103,101,105,1
0.529,0.367,0.353,0.161,0.09999999999999998,0.6,100,102,100,107,0
0.194,0.118,0.618,0.516,0.06666666666666665,0.8333333333333334,96,107,97,96,0
0.767,0.576,0.606,0.455,0.6333333333333333,0.8,102,97,103,102,1
0.625,0.375,0.545,0.438,0.6666666666666667,0.8666666666666667,101,102,105,106,1
0.818,0.581,0.676,0.515,0.30000000000000004,0.16666666666666663,102,96,106,101,1
0.667,0.645,0.606,0.485,0.9333333333333333,0.43333333333333335,104,100,102,99,0
0.333,0.303,0.343,0.258,0.4666666666666667,0.5666666666666667,101,105,97,103,1
0.531,0.25,0.606,0.312,0.33333333333333337,0.1333333333333333,102,105,97,97,0
0.457,0.344,0.613,0.412,0.4,0.2666666666666667,98,101,101,100,1
0.968,0.706,0.469,0.375,1.0,0.23333333333333328,104,92,107,109,1
0.5,0.484,0.613,0.429,0.5333333333333333,0.9,102,104,102,100,0
0.394,0.394,0.588,0.469,0.3666666666666667,0.7,101,104,102,102,1
0.613,0.4,0.606,0.441,0.2666666666666667,0.8,101,100,103,102,1
0.267,0.162,0.964,0.833,0.19999999999999996,0.7666666666666666,97,107,115,104,1
0.706,0.484,0.353,0.188,0.7333333333333334,0.6,99,99,100,107,0
0.618,0.531,0.188,0.118,0.8333333333333334,0.06666666666666665,97,96,96,107,1
0.613,0.257,0.743,0.581,0.033333333333333326,0.9666666666666667,99,103,110,103,0
0.774,0.576,0.545,0.424,0.6333333333333333,0.8666666666666667,102,98,105,106,0
0.636,0.375,0.594,0.257,0.6666666666666667,0.033333333333333326,101,102,99,103,1
0.688,0.394,0.353,0.303,0.5,0.4666666666666667,102,100,101,105,1
0.824,0.581,0.686,0.484,0.30000000000000004,0.7333333333333334,103,97,99,99,0
0.588,0.455,0.647,0.645,0.7,0.9333333333333333,102,102,104,100,0
0.964,0.811,0.514,0.367,0.7666666666666666,0.09999999999999998,115,104,100,102,1
0.613,0.444,0.969,0.706,0.9,1.0,102,100,104,92,1
0.515,0.25,0.469,0.364,0.33333333333333337,0.23333333333333328,102,105,106,109,1
0.412,0.394,0.472,0.344,0.3666666666666667,0.4,101,104,98,101,1
0.29,0.162,0.514,0.355,0.19999999999999996,0.09999999999999998,97,107,100,102,1
0.353,0.294,0.969,0.686,0.4666666666666667,1.0,101,105,104,92,0
0.606,0.429,0.486,0.484,0.8,0.5333333333333333,103,102,102,104,1
0.75,0.576,0.343,0.25,0.6333333333333333,0.5666666666666667,102,98,97,104,1
0.606,0.333,0.606,0.5,0.1333333333333333,0.43333333333333335,97,97,102,99,0
0.676,0.5,0.686,0.5,0.16666666666666663,0.7333333333333334,106,102,99,99,1
0.697,0.394,0.529,0.25,0.5,0.33333333333333337,102,100,102,105,1
0.571,0.455,0.625,0.4,0.7,0.2666666666666667,102,102,101,100,0
0.966,0.811,0.588,0.333,0.7666666666666666,0.1333333333333333,115,104,97,97,1
0.594,0.25,0.629,0.531,0.033333333333333326,0.8333333333333334,99,103,97,96,1
0.743,0.594,0.647,0.656,0.9666666666666667,0.9333333333333333,109,103,104,100,1
0.188,0.114,0.545,0.441,0.06666666666666665,0.8666666666666667,96,107,105,106,0
0.353,0.212,0.472,0.333,0.6,0.4,100,107,98,101,0
0.469,0.353,0.8,0.581,0.23333333333333328,0.30000000000000004,106,109,103,97,0
0.429,0.394,0.343,0.212,0.3666666666666667,0.6,101,104,100,107,1
0.312,0.162,0.8,0.594,0.19999999999999996,0.30000000000000004,97,106,103,97,0
0.969,0.694,0.647,0.375,1.0,0.6666666666666667,104,92,101,102,1
0.758,0.576,0.606,0.514,0.6333333333333333,0.43333333333333335,102,98,102,99,1
0.686,0.5,0.545,0.457,0.16666666666666663,0.8666666666666667,106,101,105,106,0
0.647,0.364,0.629,0.515,0.6666666666666667,0.8333333333333334,101,102,98,97,0
0.706,0.394,0.625,0.417,0.5,0.2666666666666667,102,100,101,100,1
0.967,0.811,0.618,0.429,0.7666666666666666,0.8,115,104,103,102,1
0.647,0.636,0.472,0.353,0.9333333333333333,0.4,104,100,99,101,1
0.686,0.485,0.529,0.242,0.7333333333333334,0.33333333333333337,99,99,102,105,1
0.75,0.594,0.343,0.294,0.9666666666666667,0.4666666666666667,110,103,101,105,0
0.182,0.114,0.343,0.242,0.06666666666666665,0.5666666666666667,96,107,97,104,1
0.455,0.353,0.514,0.344,0.23333333333333328,0.09999999999999998,106,109,100,102,0
0.588,0.324,0.486,0.469,0.1333333333333333,0.5333333333333333,97,97,102,104,1
0.606,0.5,0.694,0.485,0.43333333333333335,0.7333333333333334,102,99,99,100,1
0.714,0.394,0.545,0.472,0.5,0.8666666666666667,102,100,105,106,1
0.556,0.455,0.625,0.444,0.7,0.9,102,102,102,100,0
0.444,0.394,0.486,0.455,0.3666666666666667,0.5333333333333333,101,104,102,104,1
0.968,0.811,0.343,0.206,0.7666666666666666,0.6,115,104,100,107,1
0.606,0.25,0.529,0.235,0.033333333333333326,0.33333333333333337,99,103,102,106,1
0.206,0.114,0.625,0.405,0.06666666666666665,0.2666666666666667,96,107,101,100,0
0.618,0.417,0.514,0.364,0.8,0.09999999999999998,103,103,100,102,1
0.97,0.694,0.73,0.594,1.0,0.9666666666666667,104,92,109,103,1
0.765,0.576,0.629,0.529,0.6333333333333333,0.8333333333333334,102,98,98,97,1
0.618,0.5,0.625,0.459,0.43333333333333335,0.9,102,98,102,100,1
0.343,0.235,0.618,0.25,0.5666666666666667,0.033333333333333326,97,104,99,103,0
0.657,0.636,0.8,0.606,0.9333333333333333,0.30000000000000004,104,100,103,97,0
0.303,0.162,0.472,0.343,0.19999999999999996,0.4,98,107,99,101,0
0.441,0.353,0.6,0.324,0.23333333333333328,0.1333333333333333,106,109,97,97,0
0.722,0.394,0.541,0.455,0.5,0.7,103,100,102,102,0
0.969,0.811,0.529,0.229,0.7666666666666666,0.33333333333333337,115,104,102,105,1
0.545,0.459,0.694,0.471,0.8666666666666667,0.7333333333333334,105,107,99,99,1
0.629,0.514,0.459,0.394,0.8333333333333334,0.3666666666666667,98,97,102,104,1
0.73,0.576,0.629,0.417,0.9666666666666667,0.8,109,103,104,103,1
0.343,0.2,0.343,0.314,0.6,0.4666666666666667,100,108,101,105,1
0.771,0.576,0.629,0.364,0.6333333333333333,0.6666666666666667,102,98,101,102,0
0.6,0.343,0.8,0.618,0.1333333333333333,0.30000000000000004,98,97,103,97,1
0.486,0.441,0.625,0.421,0.5333333333333333,0.2666666666666667,102,104,102,100,1
0.333,0.235,0.2,0.114,0.5666666666666667,0.06666666666666665,97,104,96,107,1
0.625,0.447,0.667,0.5,0.9,0.16666666666666663,101,100,106,101,1
0.294,0.162,0.429,0.353,0.19999999999999996,0.23333333333333328,97,106,106,109,0
0.618,0.27,0.75,0.576,0.033333333333333326,0.6333333333333333,99,103,102,98,0
0.514,0.353,0.459,0.382,0.09999999999999998,0.3666666666666667,100,102,102,104,1
0.971,0.694,0.639,0.636,1.0,0.9333333333333333,104,92,104,100,1
0.667,0.486,0.737,0.576,0.16666666666666663,0.9666666666666667,105,101,109,102,0
0.703,0.394,0.528,0.353,0.5,0.09999999999999998,103,100,100,102,1
0.8,0.6,0.541,0.471,0.30000000000000004,0.7,103,97,102,102,1
0.625,0.41,0.629,0.5,0.2666666666666667,0.43333333333333335,101,101,102,98,0
0.97,0.811,0.472,0.361,0.7666666666666666,0.4,115,104,99,101,1
0.559,0.459,0.639,0.618,0.8666666666666667,0.9333333333333333,106,106,104,100,0
0.694,0.457,0.343,0.306,0.7333333333333334,0.4666666666666667,98,100,101,105,0
0.429,0.371,0.529,0.222,0.23333333333333328,0.33333333333333337,106,109,102,106,0
0.5,0.441,0.629,0.382,0.5333333333333333,0.6666666666666667,102,104,101,102,1
0.629,0.514,0.459,0.371,0.43333333333333335,0.3666666666666667,102,98,102,104,1
0.629,0.371,0.351,0.235,0.6666666666666667,0.5666666666666667,101,103,98,104,1
0.636,0.447,0.75,0.588,0.9,0.6333333333333333,101,100,102,98,0
0.639,0.514,0.711,0.394,0.8333333333333334,0.5,98,97,103,100,0
0.6,0.27,0.676,0.457,0.033333333333333326,0.7333333333333334,99,103,99,100,1
0.2,0.111,0.514,0.441,0.06666666666666665,0.5333333333333333,97,107,103,104,0
0.971,0.694,0.629,0.405,1.0,0.8,104,92,104,103,1
0.611,0.343,0.361,0.2,0.1333333333333333,0.6,97,97,100,107,1
